Memory,09,noun.cognition,
Thought,09,noun.cognition,
Perception,09,noun.cognition,
Attention,09,noun.cognition,
Concentration,09,noun.cognition,
Awareness,09,noun.cognition,
Learning,09,noun.cognition,
Reasoning,09,noun.cognition,
Understanding,09,noun.cognition,
Intelligence,09,noun.cognition,
Imagination,09,noun.cognition,
Creativity,09,noun.cognition,
Emotion,09,noun.cognition,
Motivation,09,noun.cognition,
Decision,09,noun.cognition,
Judgment,09,noun.cognition,
Belief,09,noun.cognition,
Knowledge,09,noun.cognition,
Wisdom,09,noun.cognition,
Insight,09,noun.cognition,
Intuition,09,noun.cognition,
Reflection,09,noun.cognition,
Problem-solving,09,noun.cognition,
Planning,09,noun.cognition,
Comprehension,09,noun.cognition,
Communication,09,noun.cognition,
Language,09,noun.cognition,
Speech,09,noun.cognition,
Writing,09,noun.cognition,
Reading,09,noun.cognition,
Calculation,09,noun.cognition,
Logic,09,noun.cognition,
Deduction,09,noun.cognition,
Induction,09,noun.cognition,
Abstraction,09,noun.cognition,
Concept,09,noun.cognition,
Perception,09,noun.cognition,
Sensation,09,noun.cognition,
Association,09,noun.cognition,
Attention,09,noun.cognition,
Concentration,09,noun.cognition,
Meditation,09,noun.cognition,
Contemplation,09,noun.cognition,
Mindfulness,09,noun.cognition,
Analysis,09,noun.cognition,
Synthesis,09,noun.cognition,
Evaluation,09,noun.cognition,
Motivation,09,noun.cognition,
Initiative,09,noun.cognition,
Drive,09,noun.cognition,
Goal-setting,09,noun.cognition,
Decision-making,09,noun.cognition,
Problem-solving,09,noun.cognition,
Planning,09,noun.cognition,
Organization,09,noun.cognition,
Time management,09,noun.cognition,
Procrastination,09,noun.cognition,
Distraction,09,noun.cognition,
Daydreaming,09,noun.cognition,
Fantasy,09,noun.cognition,
Delusion,09,noun.cognition,
Hallucination,09,noun.cognition,
Dream,09,noun.cognition,
Nightmare,09,noun.cognition,
Sleep,09,noun.cognition,
Wakefulness,09,noun.cognition,
Perception,09,noun.cognition,
Sensation,09,noun.cognition,
Imagination,09,noun.cognition,
Creativity,09,noun.cognition,
Insight,09,noun.cognition,
Introspection,09,noun.cognition,
Intuition,09,noun.cognition,
Hunch,09,noun.cognition,
Guess,09,noun.cognition,
Opinion,09,noun.cognition,
Belief,09,noun.cognition,
Conviction,09,noun.cognition,
Skepticism,09,noun.cognition,
Doubt,09,noun.cognition,
Certainty,09,noun.cognition,
Truth,09,noun.cognition,
Reality,09,noun.cognition,
Fantasy,09,noun.cognition,
Illusion,09,noun.cognition,
Hallucination,09,noun.cognition,
Dream,09,noun.cognition,
Nightmare,09,noun.cognition,
Consciousness,09,noun.cognition,
Awareness,09,noun.cognition,
Self-awareness,09,noun.cognition,
Identity,09,noun.cognition,
Ego,09,noun.cognition,
Superego,09,noun.cognition,
Subconscious,09,noun.cognition,
Unconscious,09,noun.cognition,
Mindset,09,noun.cognition,
Attitude,09,noun.cognition,
Perception,09,noun.cognition,
Perspective,09,noun.cognition,
Team,14,noun.group,
Crew,14,noun.group,
Squad,14,noun.group,
Group,14,noun.group,
Assembly,14,noun.group,
Committee,14,noun.group,
Board,14,noun.group,
Panel,14,noun.group,
Jury,14,noun.group,
Staff,14,noun.group,
Ensemble,14,noun.group,
Choir,14,noun.group,
Orchestra,14,noun.group,
Band,14,noun.group,
Gang,14,noun.group,
Posse,14,noun.group,
Clan,14,noun.group,
Family,14,noun.group,
Crowd,14,noun.group,
Audience,14,noun.group,
Congregation,14,noun.group,
Gathering,14,noun.group,
Association,14,noun.group,
Society,14,noun.group,
Club,14,noun.group,
Guild,14,noun.group,
Alliance,14,noun.group,
Coalition,14,noun.group,
Federation,14,noun.group,
Organization,14,noun.group,
Corporation,14,noun.group,
Collective,14,noun.group,
Collective,14,noun.group,
Assembly,14,noun.group,
Symposium,14,noun.group,
Conference,14,noun.group,
Convention,14,noun.group,
Congress,14,noun.group,
Gathering,14,noun.group,
Crowd,14,noun.group,
Mob,14,noun.group,
Audience,14,noun.group,
Public,14,noun.group,
Spectators,14,noun.group,
Fans,14,noun.group,
Supporters,14,noun.group,
Followers,14,noun.group,
Class,14,noun.group,
School,14,noun.group,
University,14,noun.group,
Circle,25,noun.shape,
Square,25,noun.shape,
Rectangle,25,noun.shape,
Triangle,25,noun.shape,
Pentagon,25,noun.shape,
Hexagon,25,noun.shape,
Heptagon,25,noun.shape,
Octagon,25,noun.shape,
Nonagon,25,noun.shape,
Decagon,25,noun.shape,
Oval,25,noun.shape,
Rhombus,25,noun.shape,
Parallelogram,25,noun.shape,
Trapezoid,25,noun.shape,
Crescent,25,noun.shape,
Heart,25,noun.shape,
Star,25,noun.shape,
Cross,25,noun.shape,
Diamond,25,noun.shape,
Arrow,25,noun.shape,
Crescent,25,noun.shape,
Semicircle,25,noun.shape,
Annulus,25,noun.shape,
Ellipse,25,noun.shape,
Quadrilateral,25,noun.shape,
Kite,25,noun.shape,
Quadrilateral,25,noun.shape,
Isosceles Triangle,25,noun.shape,
Scalene Triangle,25,noun.shape,
Right Triangle,25,noun.shape,
Sphere,25,noun.shape,
Cube,25,noun.shape,
Cylinder,25,noun.shape,
Cone,25,noun.shape,
Pyramid,25,noun.shape,
Rectangular Prism,25,noun.shape,
Triangular Prism,25,noun.shape,
Pentagonal Prism,25,noun.shape,
Hexagonal Prism,25,noun.shape,
Octagonal Prism,25,noun.shape,
Sphere,25,noun.shape,
Ellipsoid,25,noun.shape,
Cuboid,25,noun.shape,
Tetrahedron,25,noun.shape,
Octahedron,25,noun.shape,
Dodecahedron,25,noun.shape,
Icosahedron,25,noun.shape,
Torus,25,noun.shape,
Cylindrical Cone,25,noun.shape,
Cylindrical Pyramid,25,noun.shape,